Empresas com Registro no SND (*)- Gerado em 20/07/2016 17:42:53																																																																																										
																																																																																										
Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
AMLP12    	AMIL PARTICIPACOES S/A	'UNI	'002	ND	Excluído	BRAMILDBS010	DISPENSA ICVM 476/09	26/03/2010			23/03/2010	18/03/2011	VENCIMENTO	02/04/2012	23/03/2010	26/03/2010	-	RCA	05/03/2010	   		Escritural	Flutuante	Simples	1	0,	0,	0	0	0	0	0	0	0	0	R$	150.000.000,000000	R$	0,000000	20/03/2012	DI	Integrante de Juros	Padrão - SND	0	DU	   	109,50	0,000	-			0,0000	0	-	-	-	-	0,0000	0	180	DIA	19/09/2010	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	3.64612E+13	N	 n 	
AMLP13    	AMIL PARTICIPACOES S/A	'001	'003	ND	Excluído	BRAMILDBS028	DISPENSA ICVM 476/09	03/11/2010			15/10/2010	15/10/2013	RESGATE TOTAL ANTECIPADO		15/10/2010	04/11/2010	-	RCA	24/09/2010			Escritural	Flutuante	Simples	300	0	0	300	0	0	0	0	0	0	0	R$	1.000,000000	R$	1.000,000000	28/03/2013	DI	Integrante de Juros	Padrão - SND		DU	   	100,00	0,000	-			-	-	-	-	-	-	13,000	252	6	MES	15/04/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	SLW CVC LTDA	BANCO BRADESCO S/A	BANCO BTG PACTUAL S/A	3.64612E+13	N	 n 	
AMLP23    	AMIL PARTICIPACOES S/A	'002	'003	ND	Excluído	BRAMILDBS036	DISPENSA ICVM 476/09	03/11/2010			15/10/2010	15/10/2014	RESGATE TOTAL ANTECIPADO		15/10/2010	-	-	RCA	24/09/2010			Escritural	Flutuante	Simples	300	0	0	299	0	299	0	0	0	0	0	R$	1.000,000000	R$	1.000,000000	12/08/2013	DI	Integrante de Juros	Padrão - SND		DU	   	100,00	0,000	-			-	-	-	-	-	-	14,500	252	6	MES	15/04/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	SLW CVC LTDA	BANCO BRADESCO S/A	BANCO BTG PACTUAL S/A	3.64612E+13	N	 n 	
AMLP33    	AMIL PARTICIPACOES S/A	'003	'003	ND	Excluído	BRAMILDBS044	DISPENSA ICVM 476/09	03/11/2010			15/10/2010	15/10/2015	RESGATE TOTAL ANTECIPADO		15/10/2010	-	-	RCA	24/09/2010			Escritural	Flutuante	Simples	151	0	0	0	0	150	0	0	0	0	0	R$	1.000,000000	R$	1.000,000000	12/08/2013	DI	Integrante de Juros	Padrão - SND		DU	   	100,00	0,000	-			-	-	-	-	-	-	16,000	252	6	MES	15/04/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	SLW CVC LTDA	BANCO BRADESCO S/A	BANCO BTG PACTUAL S/A	3.64612E+13	N	 n 	
AMLP43    	AMIL PARTICIPACOES S/A	'004	'003	ND	Excluído	BRAMILDBS051	DISPENSA ICVM 476/09	03/11/2010			15/10/2010	15/10/2015	RESGATE TOTAL ANTECIPADO		15/10/2010	-	-	RCA	24/09/2010			Escritural	Flutuante	Simples	149	0	0	148.916	0	148.916	0	0	0	0	0	R$	1.000,000000	R$	1.188,489270	12/08/2013	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			333,333	12	MES	15/10/2013	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	76,100	252	12	MES	15/10/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	SLW CVC LTDA	BANCO BRADESCO S/A	BANCO BTG PACTUAL S/A	3.64612E+13	N	 n 	
AMPL14    	AMPLA ENERGIA E SERVICOS S/A	'UNI	'004	Não	Excluído	BRCBEEDBS039	CVM/SRE/DEB-2006/035	27/09/2006			01/08/2006	01/08/2012	VENCIMENTO	03/08/2012	01/08/2006	29/09/2006	-	AGE	28/08/2006	RCA	28/08/2006	Escritural	Quirografária	Simples	37	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000		DI	Integrante de Juros	Padrão - SND	0	DU	   	100,00	0,000	-			500,000	12	MES	01/08/2011	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,8500	252	6	MES	01/02/2007	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU UNIBANCO S/A                                 	ITAU UNIBANCO S.A.	3.30501E+13	N	 n 	
AMPL15    	AMPLA ENERGIA E SERVICOS S/A	'001	'005	ND	Excluído	BRCBEEDBS047	CVM/SRE/DEB/2009/031	23/12/2009			15/12/2009	15/12/2012	VENCIMENTO	19/12/2012	15/12/2009	28/12/2009	-	AGE	21/10/2009	   		Escritural	Quirografária	Simples	11.533	0	0	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000		DI	Integrante de Juros	Padrão - SND	0	DU	   	100,00	0,000	-			0,0000	0	-	-	-	-	11,000	252	6	MES	15/06/2010	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PLANNER TRUSTEE DTVM LTDA	ITAU CORRETORA DE VALORES S/A                     	BANCO BRADESCO BBI S/A        	3.30501E+13	N	 n 	
AMPL25    	AMPLA ENERGIA E SERVICOS S/A	'002	'005	ND	Excluído	BRCBEEDBS054	CVM/SRE/DEB/2009/032	23/12/2009			15/12/2009	15/12/2015	RESGATE TOTAL ANTECIPADO		15/12/2009	-	-	AGE	21/10/2009			Escritural	Quirografária	Simples	13.467	0	0	0	0	13.467	0	0	0	0	0	R$	10.000,000000	R$	12.403,008200	25/09/2013	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			333,333	12	MES	15/12/2013	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	83,000	252	12	MES	15/12/2010	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	ITAU CV S/A	BANCO BRADESCO BBI S/A        	3.30501E+13	N	 n 	
AMRO15    	SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'005	Não	Registrado	BRAMRODBS064	CVM/SRE/DEB-2006/014	13/06/2006			01/03/2006	01/03/2036	 - - - - - - 		01/03/2006	-	-	RCA	03/04/2006			Escritural	Subordinada	Simples	150	0,	0,	150	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2036	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO SANTANDER (BRASIL) SA	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO SANTANDER BRASIL S.A.	4.71931E+13	N	 n 	
AMRO16    	SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'006	Não	Registrado	BRAMRODBS072	CVM/SRE/DEB-2006/042	30/11/2006			01/08/2006	01/08/2036	 - - - - - - 		01/08/2006	-	-	RCA	20/09/2006	RCA	23/10/2006	Escritural	Subordinada	Simples	410	0,	0,	410	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/08/2036	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO SANTANDER (BRASIL) SA	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO SANTANDER BRASIL S.A.	4.71931E+13	N	 n 	
ANHB11    	CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A	'001	'001	Não	Excluído	BRANHBDBS003	CVM/SRE/DEB-2006/026	27/07/2006			01/04/2006	01/04/2014	VENCIMENTO		01/04/2006	-	-	AGE	28/06/2006	AGE	05/07/2006	Escritural	Real	Simples	9.8	0,	0,	0	0	9.8	0	0,	0	0,	0	R$	10.000,000000	R$	1.802,561870	03/06/2014	IGP-M	Correção Monetária	Padrão - SND	1	-	   	0,00	0,000	-			166,666	12	MES	01/04/2009	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	106,500	252	12	MES	01/04/2007	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	2.45185E+12	N	 n 	
ANHB12    	CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A	'UNI	'002	ND	Excluído	BRANHBDBS045	DISPENSA ICVM 476/09	31/03/2010			25/03/2010	25/09/2012	VENCIMENTO	27/09/2012	01/04/2010	01/04/2010	-	AGE	22/03/2010	   		Escritural	Quirografária	Simples	130	0,	0,	0	0	0	0	0	0	0	0	R$	1.000.000,000000	R$	0,000000		DI	Integrante de Juros	Padrão - SND	0	DU	   	108,00	0,000	-			0,0000	0	-	-	-	-	0,0000	0	6	MES	25/03/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	C&D DTVM SA	ITAU CORRETORA DE VALORES S/A                     	BB BCO DE INVESTIMENTO S/A	2.45185E+12	N	 n 	
ANHB13    	CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A	'UNI	'003	ND	Excluído	BRANHBDBS052	DISPENSA ICVM 476/09	29/11/2010			22/11/2010	22/12/2011	VENCIMENTO ANTECIPADO	26/12/2011	22/11/2010	29/11/2010	-	AGE	19/11/2010	RCA	19/11/2010	Escritural	Quirografária	Simples	15	0,	0,	0	0	0	0	0	0	0	0	R$	5.000.000,000000	R$	0,000000	23/12/2011	DI	Integrante de Juros	Padrão - SND	0	DU	   	106,50	0,000	-			0,0000	0	-	-	-	-	0,0000	0	13	MES	22/12/2011	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OMAR CAMARGO CCV LTDA.	ITAU CORRETORA DE VALORES S/A                     		2.45185E+12	N	 n 	
ANHB21    	CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A	'002	'001	Não	Excluído	BRANHBDBS011	CVM/SRE/DEB-2006/027	27/07/2006			01/04/2006	01/10/2013	VENCIMENTO		01/04/2006	-	-	AGE	28/06/2006	AGE	05/07/2006	Escritural	Real	Simples	9.8	0,	0,	0	0	9.8	0	0	0	0	0	R$	10.000,000000	R$	3.136,813767	01/10/2013	IGP-M	Correção Monetária	Padrão - SND	1	-	   	0,00	0,000	-			200,000	12	MES	01/10/2009	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	106,500	252	12	MES	01/10/2007	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU UNIBANCO S/A	ITAU UNIBANCO S.A.	2.45185E+12	N	 n 	
ANHB31    	CONCESSIONARIA DO SISTEMA ANHANGUERA-BANDEIRANTES S/A	'003	'001	Não	Excluído	BRANHBDBS029	CVM/SRE/DEB-2006/028	27/07/2006			01/04/2006	01/04/2012	VENCIMENTO	04/04/2012	01/04/2006	01/08/2006	-	AGE	28/06/2006	AGE	05/07/2006	Escritural	Real	Simples	31.4	0	0	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000	03/04/2012	DI	Integrante de Juros	Padrão - SND	0	DU	   	103,30	0,000	-			142,500	6	MES	01/04/2009	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0	6	MES	01/04/2007	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU UNIBANCO S/A                                 	ITAU UNIBANCO S.A.	2.45185E+12	N	 n 	
APAR11    	ALUPAR INVESTIMENTO S/A	'001	'001	ND	Excluído	BRALUPDBS000	DISPENSA ICVM 476/09	01/09/2009			02/09/2009	27/10/2011	VENCIMENTO	31/10/2011	02/09/2009	02/09/2009	-	RCA	10/08/2009	   		Escritural	Quirografária	Simples	9.046	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000	28/10/2011	DI	Integrante de Juros	Padrão - SND	0	DU	   	118,00	0,000	-			0,0000	0	MES	-	-	Percentual variável sobre o valor nominal atualizado em períodos não uniformes	0,0000	0	1	MES	28/09/2009	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM S/A	ITAU CORRETORA DE VALORES S/A                     	ITAU UNIBANCO S.A.	8.36495E+12	N	 n 	
APAR12    	ALUPAR INVESTIMENTO S/A	'001	'002	ND	Excluído	BRALUPDBS059	CVM/SRE/DEB/2009/026	22/12/2009			15/12/2009	15/12/2013	VENCIMENTO		15/12/2009	-	-	RCA	09/11/2009	RCA	07/12/2009	Escritural	Quirografária	Simples	232.25	0	0	0	0	232.25	0	0,	0	0,	0	R$	1.000,000000	R$	337,000,000	13/12/2013	DI	Integrante de Juros	Padrão - SND		DU	   	100,00	0,000	-			330,000	12	MES	15/12/2011	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	19,000	252	6	MES	15/06/2010	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU CV S/A	ITAU UNIBANCO S.A.	8.36495E+12	N	 n 	
APAR13    	ALUPAR INVESTIMENTO S/A	'ÚNI	'003	ND	Excluído	BRALUPDBS075	DISPENSA ICVM 476/09	22/12/2010			22/12/2010	09/12/2015	VENCIMENTO		22/12/2010	-	-	RCA	13/12/2010			Escritural	Quirografária	Simples	500	0,	0,	0	0	500	0	0,	0	0,	0	R$	300.000,000000	R$	150.000,000000	09/12/2015	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			500,000	12	MES	22/12/2014	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	18,500	252	6	MES	22/06/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SLW CVC LTDA	ITAU CV S/A	BANCO BTG PACTUAL S/A	8.36495E+12	N	 n 	
