Empresas com Registro no SND (*)- Gerado em 20/07/2016 17:39:27																																																																																										
																																																																																										
Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
AMRO14    	SANTANDER LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'004	Não	Registrado	BRAMRODBS056	CVM/SRE/DEB-2005/047	28/09/2005			01/06/2005	01/06/2035	 - - - - - - 		01/06/2005	-	-	RCA	05/07/2005	RCA	29/08/2005	Escritural	Subordinada	Simples	150	0,	0,	150	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/06/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO SANTANDER (BRASIL) SA	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO BRADESCO S/A	BANCO SANTANDER BRASIL S.A.	4.71931E+13	N	 n 	
BCPS11    	CLARO S/A	'UNI	'001	Sim	Excluído	BRBCPSDBS019	CVM/SRE/DEB-2000/003	17/02/2000			01/12/1999	01/02/2005	CANCELAMENTO	20/04/2004	31/12/2003	21/02/2000	-	AGE	01/12/1999	RCA	18/01/2000	Escritural	Quirografária	Simples	10	0,	0,	0	0	0	0	0	0	0	0	R$	50.000,000000	R$	50.000,000000	05/03/2004	SEM-ÍNDICE	-	Não Padrão - SND	0	DU	0	0,00	0,000	-	0,0000% 000		-	-	-	-		-															0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PLANNER CV S/A	ITAU UNIBANCO S/A	BANCO SANTANDER BRASIL S.A.	4.04325E+13	N	 n 	
BCSP12    	EVEREST LEASING S/A ARRENDAMENTO MERCANTIL	'UNI	'002	Não	Excluído	BRBCSPDBS027	CVM/SRE/DEB-2000/028	13/10/2000			01/09/2000	01/09/2003	VENCIMENTO		01/09/2000	25/10/2000	-	AGE	03/07/2000		31/07/2000	Escritural	Subordinada	Simples	70	0,	0,	0	0	0	0	0	0	0	0	R$	1.000,000000	R$	0,000000	02/09/2003	DI	Integrante de Juros	Padrão - SND	0	DU	0	105,00	0,000	-			30,300	1	MES	01/01/2001	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0	1	MES	01/01/2001	-	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU UNIBANCO S/A	BANCO BRADESCO S/A	7.45338E+13	N	 n 	
BDPL12    	BRADESPLAN PARTICIPACOES S/A	'UNI	'002	Não	Excluído	BRBDPLDBS020	CVM/SRE/DEB-2000/040	22/12/2000			30/11/2000	30/11/2007	CANCELAMENTO	06/12/2005	30/11/2000	28/12/2000	-	AGE	25/10/2000	AGE	12/12/2000	Escritural	Subordinada	Simples	7	0,	0,	0	0	0	0	0	0	0	0	R$	100.000,000000	R$	100.000,000000	06/12/2005	DI	Integrante de Juros	Padrão - SND	0	DU	0	100,00	0,000	-			0,0000	0	-	-	-	-	0,0000	0	84	MES	30/11/2007	Comercial	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	6.17828E+13	N	 n 	
BESA11    	BAESA-ENERGETICA BARRA GRANDE S/A	'001	'001	Sim	Excluído	BRBESADBS009	CVM/SRE/DEB-2004/034	29/09/2004			01/08/2004	01/08/2016	RESGATE TOTAL ANTECIPADO		08/07/2010	-	-	AGE	18/05/2004	RCA	27/08/2004	Escritural	Subordinada	Simples	9	0,	0,	0	0	9	0	0,	0	0,	0	R$	10.000,000000	R$	703,001,180	30/03/2016	DI	Integrante de Juros	Padrão - SND		-	   	108,00	0,000	-			25,000	3	MES	01/11/2010	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	0,0000	0,	3	MES	01/11/2014	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.78114E+12	N	 n 	
BESA21    	BAESA-ENERGETICA BARRA GRANDE S/A	'002	'001	Sim	Excluído	BRBESADBS017	CVM/SRE/DEB-2004/035	29/09/2004			01/08/2004	01/08/2016	RESGATE TOTAL ANTECIPADO		08/07/2010	-	-	AGE	18/05/2004	RCA	27/08/2004	Escritural	Subordinada	Simples	9	0,	0,	0	0	8.1	900	0,	0	0,	0	R$	10.000,000000	R$	640,569,648	30/03/2016	DI	Integrante de Juros	Padrão - SND		-	   	108,00	0,000	-			41,667	3	MES	01/11/2010	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	3	MES	01/11/2014	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.78114E+12	N	 n 	
BLAN15    	DIBENS LEASING S/A ARRENDAMENTO MERCANTIL	'ÚNI	'005	Não	Registrado	BRLSBTDBS046	CVM/SRE/DEB-2005/013	29/03/2005			01/02/2005	01/03/2035	 - - - - - - 		01/02/2005	-	-	AGE	24/01/2005			Escritural	Subordinada	Simples	1.200.000	0,	0,	616.455	583.545	0	0	0,	0	0,	0	R$	1.000,000000	R$	1.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/03/2035	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BANCO ITAUBANK S.A.	6.56543E+13	N	 n 	
BMGL10    	BMG LEASING S/A ARREND MERCANTIL	'UNI	'010	Não	Excluído	BRMBMGDBS085	CVM/SRE/DEB-2000/041	22/12/2000			01/11/2000	01/11/2003	VENCIMENTO		01/11/2000	27/12/2000	-	AGE	23/10/2000	   	06/12/2000	Escritural	Subordinada	Simples	70	0	0	0	0	0	0	0	0	0	0	R$	1.000,000000	R$	0,000000	04/11/2003	DI	Integrante de Juros	Padrão - SND	0	DU	0	100,00	0,000	-			30,300	1	MES	01/03/2001	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,8000	252	1	MES	01/03/2001	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BMG S/A                           	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BANCO BRADESCO S/A	3.42656E+13	N	 n 	
BRAM11    	BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL	'ÚNI	'001	Não	Registrado	BRBDLSDBS008	CVM/SRE/DEB-2005/017	15/04/2005	CVM/SRE/PRO-2005/004	15/04/2005	01/02/2005	01/02/2025	 - - - - - - 		01/02/2005	-	-	AGE	30/03/2005			Escritural	Subordinada	Simples	40.000.000	0	0	40.000.000	0	0	0	0,	0	0,	0	R$	100,000,000	R$	100,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	60	MES	01/02/2010	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.75091E+13	N	 n 	
BRAM12    	BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL	'UNI	'002	Não	Excluído	BRBDLSDBS016	CVM/SRE/DEB-2005/029	10/06/2005	CVM/SRE/PRO-2005/004	15/04/2005	01/05/2005	01/05/2011	VENCIMENTO	04/05/2011	01/05/2009	13/06/2005	-	RCA	18/05/2005	   		Escritural	Subordinada	Simples	30	0	0	0	0	0	0	0	0	0	0	R$	100.000,000000	R$	0,000000	03/05/2011	DI	Integrante de Juros	Padrão - SND	0	DU	   	104,00	0,000	-			0,0000	0	-	-	-	-	0,0000	0	6	MES	01/11/2008	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	SLW CVC LTDA.	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.75091E+13	N	 n 	
BRAM13    	BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL	'ÚNI	'003	Não	Registrado	BRBDLSDBS024	CVM/SRE/DEB-2005/045	21/09/2005	CVM/SRE/PRO-2005/004	15/04/2005	01/02/2005	01/02/2025	 - - - - - - 		01/02/2005	-	-	RCA	20/07/2005	RCA	13/09/2005	Escritural	Subordinada	Simples	40.500.000	6.000.000	4.500.000	40.500.000	0	0	0	0,	0	0,	0	R$	100,000,000	R$	100,000,000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	01/02/2025	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.75091E+13	N	 n 	
BRAS12    	BRASKEM S/A	'UNI	'012	Não	Excluído	BRBRKMDBS045	CVM/SRE/DEB-2004/030	16/09/2004			01/06/2004	01/06/2009	RESGATE TOTAL ANTECIPADO	04/06/2007	01/06/2004	29/09/2004	-	RCA	27/05/2004	AGE	15/06/2004	Escritural	Real	Simples	3	0	0	0	0	0	1.5	0	0	0	0	R$	100.000,000000	R$	0,000000	05/06/2007	DI	Integrante de Juros	Padrão - SND	0	DU	   	117,00	0,000	-			0,0000	0	-	-	-	-	0,0000	0	6	MES	01/12/2004	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM S/A	BANCO BRADESCO S/A	BCO VOTORANTIM S/A	4.21504E+13	N	 n 	
BRAS13    	BRASKEM S/A	'UNI	'013	Não	Excluído	BRBRKMDBS052	CVM/SRE/DEB-2005/034	28/06/2005			01/06/2005	01/06/2010	VENCIMENTO	04/06/2010	01/06/2005	30/06/2005	-	RCA	13/04/2005	RCA	22/06/2005	Escritural	Quirografária	Simples	30	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	0,000000	02/06/2010	DI	Integrante de Juros	Padrão - SND	0	DU	   	104,10	0,000	-			0,0000	0	-	-	-	-	0,0000	0	6	MES	01/12/2005	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.21504E+13	N	 n 	
BRKM11    	BRASKEM S/A	'UNI	'011	Não	Excluído	BRBRKMDBS037	CVM/SRE/DEB-2004/001	14/01/2004			01/12/2003	01/12/2007	RESGATE TOTAL ANTECIPADO	03/11/2004	01/12/2003	16/01/2004	-	RCA	25/09/2003	AGE	19/11/2003	Escritural	Real	Simples	12	0,	0,	0	0	0	0	0	0	0	0	R$	100.000,000000	R$	100.000,000000	04/11/2004	DI	Integrante de Juros	Padrão - SND	0	DU	0	100,00	0,000	-			0,0000	0	-	-	-	-	45,000	252	11	MES	03/11/2004	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO CITIBANK S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	UNIBANCO UNIAO DE BCOS BRASILEIROS S/A	4.21504E+13	N	 n 	
BRLA18    	BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL	'001	'008	Não	Excluído	BRBDLSDBS040	CVM/SRE/DEB-2001/084	12/12/2001			01/09/2001	01/09/2008	VENCIMENTO	03/09/2008	01/09/2001	14/12/2001	-	AGE	10/10/2001	RCA	10/12/2001	Escritural	Subordinada	Simples	300	0,	0,	0	0	0	0	0	0	0	0	R$	1.000,000000	R$	0,000000	02/09/2008	DI	Integrante de Juros	Padrão - SND	0	DU	   	100,00	0,000	-			0,0000	0	-	-	-	-	0,7500	252	6	MES	01/03/2002	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.75091E+13	N	 n 	
BRLA19    	BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL	'UNI	'009	Não	Excluído	BRBDLSDBS065	CVM/SRE/DEB-2002/036	19/09/2002			01/06/2002	01/06/2012	VENCIMENTO	05/06/2012	01/06/2002	23/09/2002	-	RCA	16/05/2002	   		Escritural	Subordinada	Simples	1.200.000	0	0	0	0	0	0	0	0	0	0	R$	1.000,000000	R$	0,000000	01/06/2002	DI	Integrante de Juros	Não Padrão - SND	0	DU	   	100,00	0,000	-	0,0000% 000		-	-	-	-		-															0,0000	0	-	-	-							BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.75091E+13	N	 n 	
BRLA28    	BRADESCO LEASING S/A - ARRENDAMENTO MERCANTIL	'002	'008	Não	Excluído	BRBDLSDBS057	CVM/SRE/DEB-2001/085	12/12/2001			01/11/2001	01/11/2008	VENCIMENTO	05/11/2008	01/11/2001	14/12/2001	-	AGE	10/10/2001	RCA	10/12/2001	Escritural	Subordinada	Simples	300	0	0	0	0	0	0	0	0	0	0	R$	1.000,000000	R$	0,000000	04/11/2008	DI	Integrante de Juros	Padrão - SND	0	DU	   	100,00	0,000	-			0,0000	0	-	-	-	-	0,7500	252	6	MES	01/05/2002	Útil	Exponencial	0,0000	0	0,	-	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO S/A	4.75091E+13	N	 n 	
BRTO13    	OI S/A	'UNI	'003	Não	Excluído	BRBRTODBS026	CVM/SRE/DEB-2002/047	19/12/2002			01/12/2002	01/12/2004	VENCIMENTO		01/12/2002	20/12/2002	-	RCA	04/11/2002	   		Escritural	Quirografária	Simples	40	0,	0,	0	0	0	0	0	0	0	0	R$	10.000,000000	R$	10.000,000000	01/12/2002	DI	Integrante de Juros	Não Padrão - SND	0	DU	0	0,00	0,000	-	0,0000% 000		-	-	-	-		-															0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU UNIBANCO S/A	BANCO SANTANDER BRASIL S.A.	7.65358E+13	N	 n 	
